book_id,isbn,authors,original_publication_year,original_title,language_code,rating,ratings_count
9717,571224385,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,eng,4.08,205279
16068905,,Rainbow Rowell,2013,,eng,4.12,340379
4473,552135399,John Irving,1989,A Prayer for Owen Meany,eng,4.22,226964
32234,316182540,Janet Fitch,1999,White Oleander,eng,3.93,245674
9275658,039925675X,Marie Lu,2011,Legend,eng,4.19,299998
14866,743496728,Jodi Picoult,2007,Nineteen Minutes,eng,4.1,235978
2318271,1401323251,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,4.25,241869
228665,812511816,Robert Jordan,1990,The Eye of the World,eng,4.18,260184
10916,61150142,Jodi Picoult,1998,The Pact,en-US,4,221225
65605,60764902,C.S. Lewis,1953,The magician's nephew,eng,4.01,268355
2153405,595440096,Lisa Genova,2007,Still Alice,eng,4.3,223432
13596809,425263916,Sylvia Day,2012,Reflected in You,eng,4.33,252564
6689,375814248,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,eng,3.99,270402
13137,446696617,James Patterson,2001,1st To Die,en-US,4.05,233984
13,345453743,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,eng,4.37,222842
6280118,340896965,David Nicholls,2009,One Day,eng,3.77,222926
32929,60775858,"Margaret Wise Brown, Clement Hurd",1947,,en-US,4.27,244842
7747374,61969559,Pittacus Lore,2010,I Am Number Four,en-US,3.94,253437
1371,140275363,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,Ἰλιάς,eng,3.83,241088
13497818,316228532,J.K. Rowling,2012,The Casual Vacancy,eng,3.28,231835
24192,385339690,John Grisham,1996,The Runaway Jury,eng,3.96,222712
4138,316777730,David Sedaris,1997,Naked,en-US,4.08,201337
45978,375840400,Christopher Paolini,2005,Eldest,en-US,3.96,250000
236093,140621679,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,eng,3.98,247521
121749,000720230X,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,eng,3.96,250221
16143347,,E. Lockhart,2014,We Were Liars,eng,3.85,273442
11590,450031063,Stephen King,1975,Salem's Lot,en-GB,3.99,228680
7745,679785892,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,eng,4.08,232489
10025305,1416975888,Cassandra Clare,2011,Clockwork Prince,eng,4.46,307994
20910157,62268341,Amy Poehler,2014,Yes Please,eng,3.81,251082
12996,743477553,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",eng,3.88,238875
6149,1400033411,Toni Morrison,1987,Beloved,eng,3.77,233825
3236307,015206396X,Kristin Cashore,2008,Graceling,en-CA,4.1,281185
78411,439206472,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,eng,3.89,275670
355697,449213943,"Erich Maria Remarque, A.W. Wheen",1929,Im Westen nichts Neues,en-US,3.92,249113
191139,679805273,Dr. Seuss,1990,"Oh, the Places You'll Go!",en-US,4.34,257260
16115612,159463176X,Khaled Hosseini,2012,And The Mountains Echoed,eng,4.03,199326
7082,345404475,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,eng,4.08,223828
18254,141439742,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,eng,3.85,230181
11149,60652896,C.S. Lewis,1942,A Grief Observed,eng,4.21,116277
6936382,525423273,Stephanie Perkins,2010,Anna and the French Kiss,en-US,4.08,259479
113946,7173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,250602
5805,1401207928,"Alan Moore, David   Lloyd",1990,V for Vendetta,eng,4.25,210682
2203,743223136,David McCullough,2001,John Adams,eng,4.05,215780
14995,553384287,Dean Koontz,2003,Odd Thomas,eng,3.94,205986
119324,679879250,Philip Pullman,1997,The Subtle Knife,eng,4.1,242503
22232,439488400,Jerry Spinelli,2000,Stargirl,eng,3.74,237560
7090447,1423113381,Rick Riordan,2010,The Red Pyramid,eng,4.06,232791
350,441788386,Robert A. Heinlein,1961,Stranger in a Strange Land,eng,3.91,220301
10176,965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,eng,4.08,191923
6319,141311371,"Roald Dahl, Quentin Blake",1982,The BFG,eng,4.22,245855
21,076790818X,Bill Bryson,2003,A Short History of Nearly Everything,en-US,4.19,191535
1852,439227143,Jack London,1903,The Call of the Wild,eng,3.83,223932
7864437,385738773,James Dashner,2011,The Death Cure,eng,3.77,223674
16793,61142026,Neil Gaiman,1999,Stardust,eng,4.07,237602
33917,618485228,Jhumpa Lahiri,2003,The Namesake,en-US,3.96,184211
8667848,670022411,Deborah Harkness,2011,A Discovery of Witches,eng,3.99,226622
11297,375704027,"Haruki Murakami, Jay Rubin",1987,ノルウェイの森 [Noruwei no Mori],eng,4.02,183988
5168,446672211,Billie Letts,1995,Where the Heart Is,en-US,4,208333
6567017,525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson",eng,3.84,236431
1241,307276902,James Frey,2003,A Million Little Pieces,en-CA,3.62,184241
2282133,1595141758,Richelle Mead,2008,Frostbite,eng,4.3,256745
8520610,307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,eng,4.04,202135
233818,440439884,Scott O'Dell,1960,Island of the Blue Dolphins,en-CA,3.8,236015
17250,142437336,"Arthur Miller, Christopher Bigsby",1953,The Crucible,eng,3.55,242980
50,689840926,Gary Paulsen,1986,Hatchet,en-US,3.68,222553
68428,076531178X,Brandon Sanderson,2006,Mistborn : The Final Empire,eng,4.43,208944
51496,451528956,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr Jekyll and Mr Hyde,eng,3.79,223535
7784,679889108,Dr. Seuss,1971,The Lorax,eng,4.35,226564
389627,810993139,Jeff Kinney,2004,Greg Heffley's Journal,en-US,3.96,254852
7896527,1599906953,Sarah J. Maas,2012,Throne of Glass,eng,4.24,274987
2802316,1595141979,Richelle Mead,2008,Shadow Kiss,en-US,4.37,266742
46170,684803356,Ernest Hemingway,1940,For Whom the Bell Tolls,eng,3.95,195063
3367956,345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,197294
343,140120831,"Patrick Süskind, John E. Woods",1985,Das Parfum. Die Geschichte eines Mörders,eng,4,178135
1097,60838582,Eric Schlosser,2001,Fast Food Nation : The Dark Side of the All-American Meal ,eng,3.73,179347
3950967,747599874,J.K. Rowling,2007,The Tales of Beedle the Bard,en-US,4.06,284833
22328,441569595,William Gibson,1984,Neuromancer,eng,3.88,183878
10799,99910101,Ernest Hemingway,1929,A Farewell to Arms,en-US,3.79,186613
391729,553212281,Edgar Allan Poe,1843,The Tell-Tale Heart,en-GB,4.15,195689
10534,1590302257,"Sun Tzu, Thomas Cleary",-500,孫子兵法 [Sūnzi bīngfǎ],eng,3.95,167332
11367726,385344228,William Landay,2012,Defending Jacob,eng,3.97,182025
4980,385334206,Kurt Vonnegut Jr.,1973,Breakfast of Champions,eng,4.08,178154
627206,874774241,Betty Edwards,1979,Drawing on the Right Side of the Brain,en-US,3.84,218264
5826,60838728,Ann Patchett,2001,Bel Canto,eng,3.92,192330
1842,739467352,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",eng,4,171558
9375,375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,,4.26,207508
37781,385474547,Chinua Achebe,1958,Things Fall Apart,en-US,3.61,199346
33722,385338694,Sophie Kinsella,2005,The Undomestic Goddess,eng,3.82,200509
567795,1881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,165675
7190,,Alexandre Dumas,1844,Les Trois Mousquetaires,,4.06,195274
6948436,1416589643,Chris Cleave,2008,The Other Hand,en-US,3.7,116784
3975774,031253275X,Alyson Noel,2009,Evermore,en-US,3.59,230031
6327,590032496,"Roald Dahl, Quentin Blake",1983,The Witches,en-US,4.17,221431
40440,743298020,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,213200
6479259,1595142509,Richelle Mead,2010,Spirit Bound,eng,4.37,224247
5996153,1595141987,Richelle Mead,2009,Blood Promise,en-US,4.35,231853
3478,446676071,Nicholas Sparks,1998,Message in a Bottle,en-US,3.95,185116
8683812,345521307,Paula McLain,2011,The Paris Wife,eng,3.79,191850
862041,545044251,J.K. Rowling,1998,Complete Harry Potter Boxed Set,eng,4.74,190050
16248068,62059963,Kiera Cass,2013,The Elite,eng,4.02,234247
119073,156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,Il nome della rosa,en-US,4.11,200217
46799,1416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,eng,3.77,196677
310612,802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,eng,3.89,170776
92303,158049580X,Oscar Wilde,1895,The Importance of Being Earnest,eng,4.17,210630
12127750,1423140605,Rick Riordan,2012,The Mark of Athena,eng,4.47,277491
34497,60855924,Terry Pratchett,1983,The Colour of Magic,eng,3.97,190590
4929,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],en-US,4.13,167593
28877,525945563,Thomas Harris,1981,Red Dragon,eng,4.01,194013
41804,553803700,Isaac Asimov,1950,"I, Robot",eng,4.17,198368
42899,451216954,J.R. Ward,2005,Dark Lover,eng,4.21,227021
7791997,1416989439,Becca Fitzpatrick,2010,Crescendo,en-US,4.07,226237
6482837,61726818,Lauren Oliver,2010,Before I Fall,eng,3.92,220160
9777,679457313,Arundhati Roy,1997,The God of Small Things,eng,3.91,165378
18079776,670024783,Sue Monk Kidd,2014,The Invention of Wings,en-US,4.23,168006
6469165,141043768,Liane Moriarty,2009,What Alice Forgot,eng,4.05,165704
3869,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Black Holes,eng,4.12,165628
7315573,525951652,Ken Follett,2010,Fall of Giants,eng,4.26,168911
6320534,1439148503,Stephen King,2009,Under the Dome,eng,3.89,183292
830,553380958,Neal Stephenson,1992,Snow Crash,eng,4.02,175883
51738,670061050,Sarah Dessen,2006,Just Listen,en-US,4.06,202180
99107,525467564,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh,eng,4.34,207550
9736930,62060554,S.J. Watson,2011,Before I Go to Sleep,en-CA,3.87,180896
102868,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet,eng,4.15,201499
2248573,375826726,Christopher Paolini,2008,Brisingr,eng,4.03,211645
56495,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth am I Here For?,en-US,3.9,170491
676924,312360282,"P.C. Cast, Kristin Cast",2007,Betrayed: a House of Night Novel,en-US,3.93,205340
47212,451457811,Jim Butcher,2000,Storm Front,en-US,4.02,203053
50398,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,eng,3.8,205167
16101128,399162410,Rick Yancey,2013,The 5th Wave,eng,4.1,260048
10920,802142842,Charles Frazier,1997,Cold Mountain,en-US,3.83,185979
767680,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,en-US,4.24,198083
42155,312323867,Emily Giffin,2005,Something Blue,en-US,3.92,172417
12220,822210894,Tennessee Williams,1947,A Streetcar Named Desire,eng,3.97,194493
10692,751537284,Elizabeth Kostova,2005,The Historian,eng,3.77,190473
20170404,385353308,Emily St. John Mandel,2014,Station Eleven,eng,4.02,160466
18774964,1476738017,"Fredrik Backman, Henning Koch",2012,En man som heter Ove,eng,4.35,183777
18335634,1406321346,Cassandra Clare,2013,Clockwork Princess,eng,4.59,162099
1078,1416500189,Pearl S. Buck,1931,The Good Earth,eng,3.97,182220
2784,140135154,John Berger,1972,Ways of Seeing,eng,3.75,155658
5364,385335970,Diana Gabaldon,1992,Dragonfly in Amber,eng,4.31,178110
1923820,,Anonymous,1611,,eng,4.43,159457
14758,743495667,Jennifer Weiner,2002,In Her Shoes,,3.78,167400
659469,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,eng,4.48,155338
297673,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,eng,3.89,160330
37415,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God,eng,3.87,181106
41899,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,eng,3.95,185928
17851885,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,214412
45032,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,eng,3.84,205064
4069,080701429X,Viktor E. Frankl,1946,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,eng,4.33,171281
237209,670038601,Tana French,2007,In the Woods,eng,3.74,188024
14743,618680004,Richard Dawkins,2006,The God Delusion,eng,3.89,162740
8492825,525422943,Gayle Forman,2011,Where She Went,en-US,4.06,193141
7069,345915593,John Irving,1978,The World According to Garp,eng,4.07,167106
78129,515141429,Lee Child,1997,Killing Floor,eng,4.04,162972
2932,375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",eng,3.66,178188
28862,937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,Il Principe,eng,3.78,153128
18122,440238153,Philip Pullman,2000,The Amber Spyglass,eng,4.06,192315
43889,765346524,Terry Goodkind,1994,Wizard's First Rule,eng,4.13,175771
6837103,1439153663,Kathleen Grissom,2010,The Kitchen House,en-CA,4.18,168082
5113,316769029,J.D. Salinger,1961,Franny and Zooey,en-US,3.98,152906
29059,385720920,Chuck Palahniuk,2001,Choke,eng,3.69,154643
4934,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы,eng,4.3,155838
307791,375822747,Jeanne DuPrau,2003,The City of Ember,eng,3.85,198809
7670,60541814,Michael Crichton,1969,The Andromeda Strain,,3.87,173186
11566,451933028,Stephen King,1996,The Green Mile,eng,4.42,173950
2547,000100039X,Kahlil Gibran,1923,The Prophet,eng,4.22,142641
15196,394541553,Art Spiegelman,1985,Maus: A Survivor's Tale : My Father Bleeds History,eng,4.35,184007
2866718,312379838,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,en-US,3.95,191743
7967,812550757,Orson Scott Card,1986,Speaker for the Dead,en-US,4.04,164287
11138,684823780,C.S. Lewis,1952,Mere Christianity,eng,4.31,184759
29044,1400031702,Donna Tartt,1992,The Secret History,eng,4.07,168405
4953,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,eng,3.68,145459
1295,553381679,Jean M. Auel,1980,The Clan of the Cave Bear,eng,4.02,176062
3685,439228905,Anna Sewell,1877,Black Beauty,eng,3.94,183255
656,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,Война и миръ,eng,4.11,168037
28676,679735771,Bret Easton Ellis,1991,American Psycho,eng,3.81,166083
38980,613371658,Meg Cabot,2000,The Princess Diaries,eng,3.76,193140
7061,1400034779,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency ,eng,3.75,180320
138398,1582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 1: Days Gone Bye",en-GB,4.3,164530
70535,451457994,Arthur C. Clarke,1968,2001: A Space Odyssey,eng,4.12,170841
11422,1590525132,Francine Rivers,1991,,eng,4.48,157506
27523,842342702,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days,eng,3.81,161173
18635016,62059998,Kiera Cass,2014,The One,eng,4.21,139544
7938275,545265355,Suzanne Collins,2010,The Hunger Games Box Set,eng,4.49,129665
1869,805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,152786
1358844,593053893,Sophie Kinsella,2008,Remember Me?,eng,3.76,170096
233649,812517725,Robert Jordan,1990,The Great Hunt,en-US,4.2,162595
6534,743477154,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,eng,4.01,167379
23919,385074077,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,en-US,4.37,160063
561909,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place,en-US,4.42,171384
3590,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,eng,4.29,139816
16735,553381547,Pat Conroy,1986,The Prince of Tides,eng,4.22,159596
3985,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717
4268157,802798233,Simone Elkeles,2008,Perfect Chemistry,eng,4.07,198627
34268,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan,en-US,4.1,169306
24768,689865392,Scott Westerfeld,2005,Pretties,eng,3.85,193405
11275,965341984,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],eng,4.17,133408
79885,739465511,Michael Connelly,2005,The Lincoln Lawyer ,eng,4.14,149438
49628,375507256,David Mitchell,2004,Cloud Atlas,eng,4.01,152441
133518,767902890,Tim O'Brien,1990,The Things They Carried,en-US,4.12,168678
114683,1844137872,Banksy,1988,Wall and Piece,eng,3.83,149453
9593911,006197806X,Lauren Oliver,2012,Pandemonium,eng,4.07,181656
17231,307277887,Jeff Lindsay,2004,Darkly Dreaming Dexter,eng,3.89,150055
110494,1841493007,Charlaine Harris,2002,Living Dead in Dallas,eng,3.97,190565
34897,765305119,Robert Jordan,1991,The Dragon Reborn ,eng,4.23,153809
7733,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels,eng,3.55,168727
12957,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,eng,4.06,175616
52357,393320979,"Unknown, Seamus Heaney",975,Beowulf,en-US,3.42,155903
59980,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,eng,4.23,145267
24817626,62409859,Harper Lee,2015,Go Set a Watchman,eng,3.31,138669
1044355,316143472,David Sedaris,2008,When You Are Engulfed in Flames,en-US,4.04,150898
8490112,316134023,Laini Taylor,2011,Daughter of Smoke & Bone,eng,4.04,198283
17878931,1409151174,Victoria Aveyard,2015,Red Queen,eng,4.08,83354
12609433,1400069289,Charles Duhigg,2011,The Power of Habit,eng,4.03,155977
386187,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil,eng,3.9,167997
15717943,1301949825,Colleen Hoover,2012,Hopeless,eng,4.34,189938
3008,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,eng,4.2,199872
51737,142406252,Sarah Dessen,2004,The Truth About Forever,en-US,4.13,179415
84119,439861365,C.S. Lewis,1954,The horse and his boy,eng,3.9,189671
6527740,1595143068,Richelle Mead,2010,Last Sacrifice ,eng,4.42,206792
77767,64400026,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie,eng,4.18,195424
144974,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,eng,4.29,173469
629,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance,eng,3.76,139411
8909,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,eng,3.8,159752
162085,60887303,Sara Shepard,2006,Pretty Little Liars,en-US,3.9,156328
231850,670241334,Don Freeman,1948,Corduroy,en-US,4.28,160860
3109,1594200823,Michael Pollan,2006,The Omnivore's Dilemma,eng,4.17,133271
15790842,316176486,Kate Atkinson,2013,Life After Life,eng,3.74,138454
3462,446696129,Nicholas Sparks,2000,The Rescue,en-US,4.1,142092
107291,045057458X,Stephen King,1991,Needful Things,,3.87,153821
10987,385335997,Diana Gabaldon,1993,Voyager,eng,4.38,157395
117251,393315053,"Kenneth Branagh, William Shakespeare",1996,,eng,4.12,156869
10603,307348245,Stephen King,1981,Cujo,spa,3.65,158215
